	S0701	S0702	S0703	S0704	S0705	S0706	S0707	S0708	S0709	S0710	S0711	S0712	S0713	S0714	S0715	S0716	S0717	S0718	S0719	S0720	S0721	S0722	S0723	S0724	S0725	S0726	S0727	S0728	S0729	S0730	S0731	S0732
OTU810	0	0	1	0	2	6	10	4	3	0	0	0	0	2	4	1	11	4	17	8	0	0	0	0	19	1	0	3	0	0	0	1
OTU811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
OTU815	0	0	0	0	4	2	15	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
OTU817	0	0	0	0	0	0	0	0	3	0	4	1	8	0	4	0	0	3	0	0	0	0	2	0	0	0	0	3	2	0	1	4
OTU818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	3	2	0
OTU819	1796	1585	1288	1181	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	17	10	2	0
OTU82	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	3	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0
OTU820	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU821	0	0	0	1	38	22	29	18	17	33	7	66	6	33	124	61	19	101	82	95	14	46	48	30	101	7	11	7	62	60	43	36
OTU822	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	2	1	0	1
OTU825	1	0	2	0	2	0	2	4	2	1	6	1	1	4	2	1	1	1	4	1	3	0	3	1	2	2	2	1	1	4	5	0
OTU826	0	0	0	0	3	5	4	0	3	6	6	7	0	7	6	1	3	3	1	0	6	2	1	0	0	3	2	0	2	0	0	0
OTU827	1	0	2	1	0	1	1	1	0	1	0	1	0	4	1	4	0	3	0	1	3	0	0	1	0	0	2	0	2	2	0	1
OTU828	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU829	0	0	0	0	0	0	0	0	0	0	47	3	0	0	0	0	0	23	0	0	0	0	0	17	0	1	0	0	0	3	0	3
OTU83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU830	7	3	9	4	12	11	13	14	15	25	63	19	6	5	4	9	15	20	19	34	5	0	40	2	75	19	9	13	6	0	0	0
OTU831	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU832	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU833	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0
OTU834	0	0	0	0	0	1	2	3	3	1	14	5	21	3	1	0	4	4	0	1	9	1	4	0	2	1	3	0	1	2	1	4
OTU836	0	2	1	0	1	0	0	4	0	2	12	1	1	0	0	0	3	0	0	2	0	1	0	1	1	3	0	0	0	0	0	0
OTU837	0	0	1	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0
OTU838	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU84	2	3	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU840	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU841	36	38	41	15	10	11	14	4	8	10	6	6	6	1	4	11	3	0	6	4	3	2	12	2	4	11	19	19	9	9	13	10
OTU843	14	17	19	22	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU844	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU846	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU847	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU848	0	0	0	1	4	2	2	0	4	4	20	5	2	6	10	36	4	7	16	8	43	12	0	0	1	0	3	0	0	0	0	0
OTU849	0	0	0	0	0	0	0	0	0	3	3	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0
OTU85	0	0	0	0	1	2	0	1	0	5	7	4	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	1
OTU850	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU851	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
OTU853	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	4	0	3	0	0	1	0	2	0	1	16	5	25	5	10	2	1
OTU854	6	5	2	2	10	9	4	9	4	6	10	24	17	5	12	4	7	12	15	11	25	11	5	17	26	15	10	8	13	11	14	17
OTU855	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	35	0	7	0	0	0	0	0	0	2	5	0	0	0	0	4
OTU857	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	3	1	0	2	8	0	2	1	2	0
OTU858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
OTU86	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU860	6	1	5	8	0	1	1	1	0	2	0	0	6	2	0	3	5	0	0	0	0	0	0	0	3	1	2	1	2	0	1	0
OTU861	1	1	0	0	0	1	1	2	0	1	0	0	2	3	3	1	1	27	16	8	17	13	1	0	3	1	2	0	0	1	0	1
OTU862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU863	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	5	1	0	1	7	1	4	3	11	12	13	15	9
OTU864	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	10	4	1	1	0
OTU868	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0
OTU869	38	32	35	15	27	29	11	5	6	12	38	18	15	17	7	19	22	31	19	14	21	91	20	46	12	80	55	47	114	26	37	42
OTU87	0	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU872	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	2	0	0	1	0	1	0	0	17	1	6	5	0	0	0
OTU873	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	0	7	2
OTU874	0	0	2	0	2	0	1	1	1	0	0	1	5	2	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
OTU875	0	0	0	0	0	0	2	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0
OTU877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	4	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU879	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU88	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3
OTU881	0	0	0	0	0	2	0	0	2	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0
OTU882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	4	0	0	0	0
OTU883	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU884	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU886	0	0	0	0	3	10	7	32	14	41	11	20	42	7	15	0	6	2	8	7	1	0	1	0	3	0	1	4	1	1	0	0
OTU887	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0
OTU888	10	14	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
OTU889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	2	0	1	0
OTU890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
OTU892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13	9	1	0
OTU894	5	6	4	15	30	44	34	23	13	71	44	60	26	19	2	3	5	0	0	0	0	0	0	4	0	0	0	0	1	6	5	16
OTU895	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0
OTU896	0	0	0	1	0	6	1	1	0	2	8	1	1	2	7	0	2	8	8	11	22	14	1	1	2	8	10	6	0	5	0	2
OTU897	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU898	0	0	0	0	0	65	0	2	2	0	1	0	0	10	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0
OTU899	0	0	0	0	0	0	0	0	0	0	4	4	2	2	0	3	3	0	0	0	0	0	1	1	0	1	0	1	0	1	4	0
OTU9	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
OTU905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
OTU906	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	8	1	0	0	0	1	0	0
OTU907	2	0	0	1	17	27	1	10	8	55	25	54	6	1	49	19	1	5	17	8	22	1	32	2	45	1	7	19	1	0	0	0
OTU908	1	2	3	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU909	1	5	3	4	1	0	1	0	0	0	3	1	2	1	1	7	1	1	2	0	3	1	2	4	6	2	7	1	3	3	1	0
OTU91	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1
OTU910	1	2	2	0	1	0	0	1	0	1	2	1	1	1	0	0	0	0	0	2	0	0	0	1	2	1	2	2	0	2	1	2
OTU911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	9	6	1	0
OTU913	0	0	0	0	3	0	10	0	2	2	0	1	0	0	0	2	0	0	2	0	0	0	4	2	3	3	6	0	1	3	1	3
OTU914	3	5	8	1	2	4	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU915	0	1	0	0	3	2	0	0	5	0	1	0	4	0	0	0	0	1	0	0	0	0	0	1	2	2	0	2	0	0	0	0
OTU916	17	7	11	4	21	13	14	6	7	14	38	28	12	23	7	10	17	22	17	12	12	14	15	29	14	15	29	20	29	11	30	31
OTU917	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU918	0	1	0	1	5	9	1	3	8	3	5	8	4	0	1	3	0	0	0	0	1	0	0	0	2	4	1	0	0	9	0	2
OTU92	0	0	0	1	1	5	0	1	2	2	8	1	3	1	0	1	0	1	4	2	0	0	5	12	3	1	5	1	2	1	0	0
OTU920	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU921	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1
OTU922	0	0	0	1	0	6	2	3	6	10	16	17	1	8	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0
OTU924	6	4	11	2	2	3	1	4	2	15	8	1	8	2	0	2	2	2	2	1	1	0	6	0	7	2	2	5	2	1	1	2
OTU925	0	1	0	0	2	1	0	2	4	6	4	2	1	2	0	1	1	2	1	0	0	2	4	0	4	1	4	9	1	1	2	4
OTU926	20	15	26	0	1	0	0	0	1	1	0	5	0	0	0	6	28	8	18	24	1	2	30	0	5	0	0	0	0	0	0	0
OTU927	0	0	0	0	1	1	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1
OTU928	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU929	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU931	0	0	0	0	3	4	3	1	3	3	9	2	0	0	3	6	2	1	3	0	3	0	0	0	0	0	0	2	1	0	0	0
OTU933	0	0	0	0	9	5	2	24	4	7	19	35	30	15	2	0	11	7	10	2	14	2	11	7	8	1	1	1	5	28	43	20
OTU934	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	42	0	0	0	0
OTU935	5	11	7	5	11	1	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0
OTU936	0	3	11	26	20	40	10	22	15	9	4	19	8	8	20	8	4	3	15	0	4	1	9	8	36	25	23	11	7	13	2	3
OTU937	57	79	201	9	2	39	14	0	0	22	3	1	2	4	0	18	3	1	5	4	8	1	48	93	15	32	5	4	13	27	0	4
OTU938	9	18	20	25	2	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU939	0	2	1	3	1	0	1	2	6	4	2	1	0	2	0	0	5	0	0	0	0	0	1	4	2	1	0	2	0	0	0	0
OTU940	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU941	0	3	0	2	1	0	2	0	0	3	6	1	2	3	0	4	4	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU944	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU945	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU946	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU947	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OTU949	0	0	0	0	1	0	0	0	0	1	2	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	1	1
OTU95	0	0	0	0	1	2	0	0	0	2	0	4	7	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU950	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	4	3	0	0	0	0	0	6	0	0	0	2	3	0	1	3
OTU951	9	0	116	21	0	24	0	0	0	0	2	0	6	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU952	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU953	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU954	0	0	0	0	0	0	0	1	0	0	2	2	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0
OTU955	0	0	0	0	1	1	1	1	0	1	0	2	0	0	0	0	6	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0
OTU956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
OTU957	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	2	1	4	0	1	0	4	0	5	0	0	2	2	9	0	0
OTU958	0	0	0	0	1	0	3	1	1	1	1	0	0	0	2	0	2	2	0	0	1	0	0	0	0	0	1	2	0	1	0	0
OTU959	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU960	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU961	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU962	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU964	0	1	17	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	1	1
OTU965	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU967	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	2	0	1	0	0	0	0	0	2	0	0	0
OTU968	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU969	0	0	0	0	9	4	0	3	4	19	0	2	15	2	0	1	6	6	0	5	1	1	5	0	1	63	3	33	35	0	1	8
OTU97	0	2	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU970	52	75	162	6	0	68	69	0	4	60	7	0	9	22	0	52	20	2	10	24	18	3	62	495	60	84	5	13	46	96	0	15
OTU971	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU972	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU973	5	7	1	0	4	17	6	9	16	19	15	3	0	4	2	3	1	28	1	11	2	1	0	0	2	3	2	5	8	0	2	1
OTU976	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU977	11	4	8	1	0	1	6	0	0	8	7	1	2	0	0	1	0	0	1	0	0	0	2	10	4	0	1	2	0	1	0	0
OTU978	0	0	0	0	1	1	1	2	1	0	0	0	4	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1
OTU979	1	5	1	2	12	1	1	1	9	13	6	7	0	2	0	1	2	0	2	4	3	1	10	0	11	1	0	2	1	0	2	0
OTU98	3	10	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0
OTU980	5	7	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU981	57	41	64	73	65	76	68	98	59	59	139	90	57	37	68	63	29	73	54	54	62	73	39	51	55	64	69	39	27	71	83	136
OTU982	0	0	0	0	0	0	2	0	2	0	5	1	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU983	1	2	4	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	3	6	2	3	0	2	1	0	5	0
OTU985	0	0	1	0	3	0	2	4	3	2	4	5	1	0	1	2	0	0	0	2	0	0	0	0	2	0	0	7	0	3	3	1
OTU987	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU988	1	6	21	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU989	1	2	8	7	7	12	16	14	22	1	18	9	7	14	17	30	22	31	19	37	53	44	8	21	28	6	7	4	0	1	13	23
OTU99	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	1	0	1
OTU990	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0
OTU991	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	12	0	0	1	1	0	0	0	0
OTU992	0	2	1	0	6	12	4	2	15	0	22	12	5	11	0	6	5	6	0	0	2	0	80	0	77	5	0	0	61	0	2	0
OTU993	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	3	0	0	3	0	0	0	0	0	0	1	0	0	1	1
OTU994	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	0
OTU995	1	1	0	2	3	5	4	7	2	9	41	8	10	8	5	3	1	3	3	2	16	3	2	1	1	9	4	0	1	2	8	5
OTU996	0	0	0	0	1	1	0	2	2	0	0	0	0	0	0	0	0	1	2	0	1	0	1	1	3	0	1	3	0	2	4	1
OTU997	4	1	2	0	6	4	2	3	0	3	3	4	3	2	2	0	1	5	1	1	1	1	0	2	1	1	2	0	0	2	2	2
OTU998	0	2	1	3	4	1	3	1	1	0	7	20	5	9	3	1	0	0	0	6	0	1	0	1	0	0	0	0	0	0	0	0
OTU999	0	0	3	2	1	5	3	3	0	4	0	3	0	0	1	1	1	2	2	2	3	2	1	1	2	6	3	4	3	0	5	2
