#OTU	S0701	S0702	S0703	S0705	S0706	S0707	S0708	S0709	S0710	S0711	S0712	S0713	S0714	S0715	S0716	S0718	S0719	S0720	S0721	S0722	S0723	S0724	S0725	S0726	S0727	S0728	S0729	S0730	S0731	S0732
OTU1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU322	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
OTU934	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU221	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU503	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU159	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU349	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU537	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU1091	114	197	268	15	25	53	69	23	30	19	24	18	16	6	40	21	8	5	16	2	37	74	51	7	13	22	14	37	13	16
OTU1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU723	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0
OTU1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU1281	2	3	3	3	3	1	2	2	5	5	6	5	3	2	1	1	4	3	1	0	1	6	1	2	6	0	2	2	3	2
OTU1283	3	2	7	12	9	20	41	16	11	17	22	23	10	12	12	22	25	22	34	5	16	22	17	4	9	3	10	8	0	7
OTU1251	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
OTU136	8	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0
OTU766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU572	1	0	0	0	8	0	0	0	0	4	13	16	6	0	0	0	3	2	0	0	4	7	11	2	21	3	16	12	5	32
OTU864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU511	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU507	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	4	0	0
OTU504	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
OTU1279	8	9	11	6	5	11	21	5	10	2	1	10	5	6	15	6	17	12	22	5	22	65	32	2	5	15	2	18	3	14
OTU1012	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	1	2	2	1	0	2	1	2	0	0
OTU1107	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU513	1	5	2	0	0	3	2	1	1	6	16	13	3	6	5	6	2	5	7	1	5	4	0	0	3	1	1	1	0	0
OTU273	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
OTU970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU21	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
OTU857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU862	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1060	1	1	1	0	3	1	6	1	4	12	3	0	1	1	3	0	1	2	31	1	5	7	5	1	1	0	6	9	0	0
OTU1434	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	5	3	5	2	2	1	2	0	4
OTU755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0
OTU1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU430	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU134	6	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU758	10	1	3	0	0	1	0	0	0	3	2	0	1	1	0	1	1	0	1	0	1	1	2	0	4	2	0	1	0	0
OTU1195	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU531	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1249	0	2	0	0	2	1	4	0	0	6	1	1	1	2	0	2	2	12	2	0	3	4	9	1	7	7	5	9	5	9
OTU156	26	87	92	9	10	1	6	4	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU1092	0	0	0	0	1	0	0	0	0	1	0	3	0	0	1	1	1	1	0	0	0	3	1	0	3	0	0	1	0	1
OTU514	0	9	4	0	1	3	8	3	8	4	6	3	1	1	3	2	9	6	10	6	0	4	4	2	15	0	3	5	4	12
OTU416	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU705	825	930	578	591	652	617	412	532	860	675	733	891	539	1197	806	579	494	1044	847	656	1056	1147	482	1386	637	2105	805	902	218	946
OTU629	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	1	0
OTU725	0	0	0	0	3	0	0	0	0	2	1	0	0	0	2	1	3	1	0	0	0	0	0	0	1	2	0	0	0	0
OTU1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU839	2	3	6	0	1	0	1	1	2	4	2	0	1	1	0	2	1	2	11	15	0	1	1	0	0	5	2	1	0	0
OTU293	2	0	2	3	0	3	0	4	3	0	1	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0
OTU639	4	12	20	33	21	39	39	29	33	13	20	28	26	18	24	9	22	11	19	9	14	5	8	18	8	14	17	7	25	6
OTU529	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU57	8	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0
OTU396	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU454	7	6	7	7	7	4	14	4	11	7	11	28	13	1	0	10	7	20	2	16	11	14	3	3	2	7	1	5	151	3
OTU1224	0	0	0	2	13	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	2	0	0	5	0	9	1	16
OTU1178	6	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	13	0	0	0	0	3	0	0	1	0	0	2	1	1
OTU1381	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	23	0
OTU123	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1306	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
OTU219	21	5	10	11	13	28	19	30	16	10	7	17	17	18	10	27	9	22	37	11	20	10	13	9	8	18	27	14	17	11
OTU506	0	0	3	2	2	1	0	2	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU462	19	11	13	7	14	25	30	15	33	20	22	47	21	12	14	12	9	11	10	8	16	7	12	8	4	18	15	5	58	4
OTU108	19	28	17	7	2	29	10	15	5	1	6	17	19	4	7	19	13	8	9	1	4	10	4	0	4	5	0	3	63	2
OTU450	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU461	6	8	3	9	1	2	23	1	9	2	1	12	2	0	1	3	1	1	0	2	3	0	3	0	0	0	2	3	66	0
OTU104	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1322	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU182	22	56	44	4	1	0	0	1	1	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	14	0
OTU352	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1227	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	4	10	0	0	1	1
OTU963	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	5	1	1	6	7	16	18	30	9	22	4	5
OTU137	461	1190	1119	125	328	426	351	403	570	493	694	686	410	521	801	680	1024	866	898	273	737	1061	733	269	313	600	363	476	137	559
OTU724	0	0	0	1	0	0	3	1	0	1	2	2	1	1	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0
OTU208	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1003	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	2	2	5	4	7	1
OTU729	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU883	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU550	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0
OTU386	0	1	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	3	0
OTU1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0
OTU981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
OTU1081	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	5	0	2	0	0	1
OTU347	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU945	0	1	30	2	4	5	3	4	5	1	5	2	0	4	1	5	2	6	6	2	0	2	0	1	0	0	1	2	4	1
OTU1115	0	0	0	1	1	4	2	0	0	5	0	0	0	1	5	0	2	1	4	2	0	1	1	0	0	0	0	0	0	0
OTU36	0	0	0	3	0	1	2	5	3	1	5	7	0	6	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0
OTU376	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU587	0	0	0	0	0	0	0	0	0	0	0	17	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU625	0	0	0	1	1	8	5	12	5	14	21	25	7	48	19	7	13	17	34	7	6	6	8	1	8	17	8	10	6	6
OTU107	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU502	1	1	2	15	23	26	26	27	18	17	19	30	13	23	42	10	16	10	13	8	21	8	8	10	4	1	1	1	0	4
OTU225	5	6	11	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU291	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	1	0	1	0	2	0	0	0	0	1	0	0
OTU180	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU835	0	0	3	1	0	2	0	0	0	0	1	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU613	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU31	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU55	12	23	23	2	0	0	0	0	1	0	1	0	1	0	0	2	2	2	3	1	1	1	1	0	0	1	3	1	6	0
OTU1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
OTU270	2	0	18	0	1	2	0	0	0	1	1	4	2	0	0	0	3	0	1	0	7	5	2	5	15	3	1	3	17	8
OTU966	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU154	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU113	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU224	44	10	28	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	7	1
OTU6	6	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU142	11	20	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU266	0	1	0	2	1	1	0	0	0	3	0	1	0	2	2	1	2	0	1	0	0	0	1	0	1	0	1	1	0	0
OTU840	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
OTU160	84	18	33	14	20	13	25	12	9	4	7	18	4	12	6	8	12	4	13	6	0	2	0	3	2	4	2	18	26	2
OTU1014	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	5	1	0	1	0	2	4
OTU1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU421	3	2	1	8	6	14	10	5	5	16	3	8	8	1	2	4	4	1	7	3	1	3	3	0	4	4	5	7	75	2
OTU336	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU129	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU100	719	1156	1412	334	813	787	1116	649	951	490	693	702	341	569	396	242	640	305	643	148	296	586	300	118	193	356	280	374	794	239
OTU258	25	35	31	1	5	0	1	0	0	1	0	0	1	0	3	6	2	1	2	1	1	1	1	3	6	2	10	14	5	2
OTU547	2	45	326	34	4	24	50	15	15	17	26	9	1	542	31	459	0	24	129	10	122	6	1	7	16	3	25	9	120	13
OTU393	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU222	0	0	0	3	1	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU220	3	5	28	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	4	5	3	0
OTU231	24	4	7	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	34	0	0	0	0	0	0	1	0	0	0
OTU908	2	2	2	1	0	1	1	4	1	2	1	1	0	1	0	0	2	1	0	29	0	0	1	0	0	0	0	0	0	0
OTU472	3	1	0	6	3	2	7	2	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU647	0	0	2	1	0	0	0	1	0	0	0	0	1	3	1	1	0	0	0	32	1	0	0	0	0	0	0	0	1	0
OTU1206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3	4	2	0	1	1	0
OTU350	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU617	0	0	0	0	0	0	0	0	0	0	0	14	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU251	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	1	2	0	1
OTU286	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU490	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	1	0	0	0	1	0	2	0	1	1	0	0
OTU15	34	11	29	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	1	1	0	0	0
OTU604	0	4	4	58	25	116	125	101	73	46	116	114	85	59	59	51	55	27	21	19	55	48	28	23	18	16	27	14	89	8
OTU355	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU164	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0
OTU664	0	0	1	0	0	0	3	0	0	0	0	0	0	4	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1
OTU736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU271	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU1362	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	2	0	1	6	1
OTU552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU283	3	0	5	2	4	10	1	7	2	0	0	6	3	1	1	2	1	0	3	1	0	1	1	1	1	0	1	0	3	0
OTU571	76	87	153	180	288	334	578	263	409	254	426	431	221	405	321	249	508	384	539	163	471	659	556	260	274	324	227	651	87	418
OTU161	0	1	1	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1
OTU453	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	3	6	0	1	9	2
OTU1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU623	11	1	6	8	15	2	25	9	5	4	9	20	10	7	0	3	9	3	2	4	0	0	0	0	0	0	0	0	56	0
OTU620	125	139	182	222	503	452	792	280	622	684	750	669	289	547	461	417	817	524	784	194	419	814	468	175	384	581	317	521	111	366
OTU125	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
OTU569	9	10	22	14	11	12	22	9	14	9	23	14	12	29	11	20	22	18	51	13	12	17	11	19	16	40	22	26	5	9
OTU906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
OTU834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1069	0	3	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	38	0	1	0	0	0	0	0	0	0
OTU1154	20	16	58	43	61	55	109	50	73	27	37	37	23	70	25	51	73	68	56	29	12	42	71	62	46	90	25	55	25	13
OTU541	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU444	0	0	0	19	11	18	29	27	35	32	57	62	13	21	21	29	76	46	125	26	7	13	4	1	2	18	15	15	44	24
OTU1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU145	0	25	0	4	0	0	0	0	0	0	0	6	0	6	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU772	318	377	597	212	371	316	391	245	396	279	366	414	275	417	497	205	749	310	570	163	347	667	560	199	313	704	360	933	109	477
OTU255	1	2	2	0	3	3	1	0	0	3	0	2	0	1	3	0	3	2	3	0	0	0	2	0	0	0	2	2	0	0
OTU1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0
OTU621	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	1	1	0	1	18	3	0	5	1	0
OTU631	0	0	1	0	3	1	2	0	0	3	0	0	0	2	4	0	1	2	5	0	0	1	0	0	0	0	0	1	0	0
OTU1145	0	0	2	0	0	0	0	0	0	0	2	3	8	0	0	9	7	3	1	1	4	12	6	8	13	10	4	20	7	7
OTU619	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
OTU457	36	51	52	7	6	18	16	7	23	14	42	11	7	3	7	28	26	23	18	2	4	6	4	8	3	12	51	39	33	10
OTU250	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU138	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU800	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	67	0	1	0	0	0	0	0	2	0	0
OTU401	0	1	1	1	6	5	10	3	3	2	3	1	0	2	2	0	1	3	1	1	4	6	0	1	2	0	2	1	89	0
OTU419	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	2	0	2	1	0	0
OTU335	1	2	0	0	4	0	0	0	0	0	0	17	0	0	0	0	1	1	0	0	3	7	1	0	2	1	0	2	0	0
OTU842	18	43	60	0	10	4	6	5	1	0	2	1	14	3	6	14	15	15	12	26	4	28	3	18	25	23	27	46	43	12
OTU953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU39	16	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
OTU494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU356	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU53	16	68	119	21	34	45	31	39	12	8	13	7	9	3	47	4	15	10	13	4	4	13	11	1	3	4	19	62	6	38
OTU1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	1	1	9	12	11	11	8	1	1
OTU1247	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	1	9	1	3	0	6	6	1	2	8	4	2	9	1	2
OTU707	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	6	0
OTU358	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	1	0	0	2	0
OTU611	0	10	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU581	15	13	76	59	42	83	45	155	10	16	40	200	66	33	12	42	34	33	105	12	8	9	3	6	29	1	3	8	22	16
OTU827	12	23	25	5	5	8	18	6	17	7	7	10	3	3	1	4	7	4	13	45	0	2	0	1	2	3	4	2	15	1
OTU245	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU803	1	1	0	4	0	4	5	6	13	4	6	6	4	14	13	6	31	15	15	10	11	8	11	6	9	5	2	33	12	33
OTU26	0	0	1	4	3	2	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
