#OTU	S0701	S0702	S0703	S0705	S0706	S0707	S0708	S0709	S0710	S0711	S0712	S0713	S0714	S0715	S0716	S0718	S0719	S0720	S0721	S0722	S0723	S0724	S0725	S0726	S0727	S0728	S0729	S0730	S0731	S0732
OTU263	3	2	4	0	1	2	0	0	1	0	1	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	7	0
OTU551	11	2	2	8	1	6	7	9	12	23	26	15	3	2	6	1	22	10	6	4	0	3	1	0	2	0	1	0	1	0
OTU1199	70	140	68	89	21	49	36	26	10	1	10	32	2	7	3	12	5	4	3	3	2	4	1	5	45	2	0	8	12	7
OTU1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	1	6	3	2	1	1
OTU1462	46	21	46	58	79	51	27	35	8	7	17	32	25	7	5	19	43	4	5	14	3	3	2	0	15	5	3	12	122	568
OTU811	0	0	0	0	1	3	0	4	2	1	7	8	2	11	0	6	11	2	6	31	1	0	1	0	0	0	0	0	0	0
OTU1432	2	3	0	0	2	1	1	0	2	1	0	51	10	0	0	0	2	0	0	6	27	11	1	5	12	3	1	2	0	3
OTU574	1	1	2	0	0	0	2	2	0	0	0	3	1	1	0	1	2	0	0	0	1	1	0	0	1	1	1	2	7	1
OTU706	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0
OTU1113	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0
OTU614	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU690	3	3	3	3	17	15	12	13	16	9	24	18	29	31	14	38	28	28	9	17	12	3	7	16	10	12	16	11	41	9
OTU1296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU351	57	2	2	8	346	2	3	0	3	10	2	8	8	9	2	1	5	1	6	0	3	0	4	0	6	2	2	4	1	1
OTU692	0	0	0	0	1	1	0	1	0	0	1	1	2	0	0	3	2	3	1	4	0	1	0	1	1	0	0	0	8	0
OTU235	2	1	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1
OTU1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU436	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1352	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	1	1
OTU1175	0	0	1	0	0	3	0	3	5	0	1	1	0	1	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU563	1	0	0	0	1	0	0	0	0	0	0	0	17	0	0	1	1	0	0	0	11	9	14	38	25	14	28	44	18	56
OTU295	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU451	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU964	20	0	9	3	1	0	1	0	0	3	3	39	7	2	1	3	2	0	0	30	29	91	15	47	74	27	12	35	15	29
OTU718	1	0	0	2	0	2	3	3	2	3	2	2	3	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	2	1
OTU1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU974	0	0	0	0	7	0	0	0	0	0	0	0	3	0	1	0	5	1	0	1	5	4	4	1	5	8	1	12	2	2
OTU341	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU407	1	0	1	0	3	3	5	5	6	2	3	1	4	0	1	1	0	1	1	1	1	6	8	3	3	6	4	10	3	13
OTU1117	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0
OTU41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
OTU150	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU731	1	0	0	5	6	8	5	5	3	13	4	1	6	3	9	0	9	1	0	0	0	3	2	0	0	0	0	0	4	0
OTU661	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU485	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0
OTU1369	0	0	2	2	0	1	2	2	0	1	1	0	0	2	0	0	0	0	0	0	0	0	2	1	0	1	0	1	6	0
OTU858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
OTU1008	7	4	7	9	27	31	27	26	46	26	48	40	16	67	1	20	6	26	13	35	16	24	12	20	19	25	16	5	2	7
OTU1454	0	0	0	1	2	0	0	0	0	0	2	0	3	1	0	1	3	1	0	0	1	0	0	1	1	0	1	1	1	1
OTU459	0	0	0	1	0	0	3	0	1	3	2	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0
OTU1300	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
OTU1036	0	0	0	0	1	3	1	1	1	2	1	1	1	3	3	0	0	1	1	2	1	2	0	0	0	0	1	1	9	4
OTU435	21	40	24	47	64	97	57	86	40	41	68	36	65	90	9	42	45	28	17	18	13	27	6	11	11	21	14	8	96	9
OTU1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU1134	231	287	307	22	30	22	31	23	14	4	11	8	34	5	43	48	41	16	38	26	43	48	64	44	26	59	40	232	62	53
OTU616	1	2	0	0	0	0	0	0	0	0	0	1	1	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU1448	95	123	191	21	45	16	21	21	7	2	6	8	10	4	1	2	2	0	1	0	1	5	2	0	0	11	6	17	3	5
OTU44	1717	1921	923	2747	1518	1649	649	1136	319	198	463	1020	119	296	317	850	1022	142	168	142	161	233	65	134	724	185	57	117	241	197
OTU174	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0
OTU475	0	0	0	1	4	14	13	10	19	13	6	6	6	7	2	0	1	0	1	1	1	1	2	1	1	0	0	0	0	0
OTU470	0	0	0	2	2	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU237	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	1	3	0	2	1	0	1
OTU1204	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
OTU1367	8	11	8	2	6	7	8	7	15	11	22	12	13	20	10	14	9	14	19	10	11	22	14	17	26	50	35	45	52	36
OTU992	0	0	1	0	0	0	0	0	0	3	0	0	0	0	3	4	4	0	0	0	1	4	1	4	2	3	0	0	0	0
OTU876	1	1	3	1	3	1	6	5	0	5	1	5	2	1	2	2	6	2	3	2	1	6	3	1	1	0	0	0	3	1
OTU115	8	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU1028	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	1	1	1	0	16	4	2	2	2	1	0	1	4	2	1
OTU1420	2	2	4	2	22	7	5	2	2	16	5	15	2	5	6	2	13	2	10	2	4	7	7	0	22	4	8	11	0	6
OTU1203	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
OTU492	0	0	8	0	3	0	1	0	0	104	0	36	65	0	0	0	14	0	0	2	0	0	0	3	1	1	2	0	0	0
OTU753	4	3	1	52	8	5	29	4	10	1	32	8	1	3	1	0	0	3	2	1	0	0	0	0	0	0	0	1	0	0
OTU848	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
OTU845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU1442	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	3	1	3	1	1	1	0	8	1
OTU980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU468	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU1407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	4
OTU1289	1	1	5	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	1	0	1	13	1
OTU373	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1452	2	0	0	0	11	4	2	1	1	3	0	0	1	0	1	1	0	0	0	0	5	2	4	1	4	4	3	4	15	7
OTU896	11	15	7	5	5	7	1	0	0	7	1	7	38	1	4	5	8	1	3	1	2	9	3	1	3	2	5	7	12	1
OTU742	1	0	3	2	0	1	3	0	0	4	0	2	1	1	2	0	3	3	1	0	2	5	7	0	2	2	1	3	0	2
OTU399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0
OTU689	2	0	1	0	3	0	1	0	0	2	0	0	0	0	0	1	1	0	3	2	1	4	2	1	0	1	2	2	0	1
OTU1109	0	0	0	2	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	2	0	0	0	5	1	1	0	0	0	0	0
OTU1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU500	1	2	4	10	1	14	7	6	8	35	19	20	7	12	7	14	7	31	26	7	8	38	10	4	16	17	19	8	0	7
OTU802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0
OTU183	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU481	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU337	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU1429	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU522	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
OTU880	0	1	1	13	15	24	41	33	49	39	63	48	52	101	20	62	49	55	40	47	58	40	30	31	19	13	18	22	36	41
OTU894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	10	32	7	9	18	7	10	2	6
OTU648	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
OTU554	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	3
OTU1191	1	1	0	1	3	6	7	0	1	19	4	5	5	2	3	3	8	2	1	2	1	2	2	0	6	3	1	3	1	0
OTU610	0	1	6	1	0	0	13	0	1	1	1	0	0	1	0	2	6	0	0	0	1	0	12	1	1	0	2	7	0	0
OTU988	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU1163	0	0	0	0	0	0	0	0	0	0	0	10	22	3	9	6	2	2	1	1	4	6	10	47	3	7	3	1	0	1
OTU1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU1408	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	0
OTU1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11	18	5	9	9	5	13	9	8
OTU632	0	0	0	0	0	0	0	1	2	1	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU310	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1391	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	4	0
OTU1392	0	0	1	0	0	0	0	2	1	3	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	46	0
OTU1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
OTU460	6	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU272	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU1172	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	1	0	0	5	1	1	0	0	0
OTU1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1027	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
OTU727	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU385	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU952	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1
OTU120	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU1412	130	142	123	1	5	1	1	3	1	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	16	3	16	3	4
OTU714	3	2	5	9	10	2	6	11	3	6	9	6	5	10	5	5	2	4	3	1	4	2	3	4	2	7	5	1	36	0
OTU901	60	82	62	14	15	21	21	20	11	29	27	31	94	44	31	59	51	75	56	38	42	44	28	38	46	53	76	57	216	30
OTU1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	1	0	1	3	0
OTU1226	3646	2580	2338	1349	3852	2656	1314	2006	3144	4087	3074	2777	4825	3409	1760	3113	3789	4396	2446	3557	3811	2654	3632	3971	3323	2991	3241	2308	1727	2443
OTU600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1151	1	0	0	1	0	3	2	2	1	1	1	2	6	2	8	6	0	2	0	3	7	6	5	18	8	3	2	5	1	4
OTU654	0	0	0	0	0	2	0	0	0	0	0	2	1	2	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0
OTU1346	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU925	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
OTU484	0	1	2	2	2	2	12	0	1	11	5	2	0	0	3	4	5	7	6	0	1	0	9	0	9	3	2	3	1	1
OTU353	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1
OTU362	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU913	0	0	1	0	1	3	1	2	1	2	1	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
OTU734	5	8	259	9	7	7	22	40	5	37	23	22	49	8	31	75	632	66	15	22	19	51	41	70	105	183	69	239	103	79
OTU710	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU914	0	0	0	0	2	2	0	1	0	2	1	2	2	0	0	1	0	2	5	1	1	1	0	0	0	0	1	0	11	0
OTU1397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3
OTU1277	40	11	13	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	1	6	10	9	3
OTU1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1
OTU1188	3	12	11	5	29	15	21	5	3	63	27	16	6	17	29	7	31	19	36	4	10	14	13	1	27	14	14	10	6	13
OTU649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0
OTU844	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
OTU865	0	1	1	3	2	3	2	17	1	3	5	2	7	8	1	3	10	5	2	13	4	5	1	13	8	6	2	8	6	7
OTU1126	4	4	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU903	0	7	0	0	0	1	1	2	0	3	1	0	0	0	0	0	1	1	0	495	0	1	0	0	0	3	0	0	0	0
OTU290	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU987	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	3	1	2	0	1	4	3
OTU388	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1105	105	64	129	69	98	91	152	57	74	47	59	52	51	107	34	52	71	65	63	38	59	95	77	50	179	46	84	138	8	89
OTU1225	3	0	0	0	11	0	0	0	0	0	0	0	1	0	1	0	10	1	3	1	0	0	0	0	2	1	0	2	0	1
OTU1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
OTU1301	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU229	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU467	46	51	58	113	116	174	155	197	243	187	270	185	211	220	115	171	170	167	111	90	106	144	132	74	144	141	134	169	642	189
OTU1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU1135	0	0	0	0	0	1	2	2	1	1	0	0	0	0	1	2	1	1	4	1	4	0	1	0	1	0	1	6	5	1
OTU302	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1410	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU82	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU153	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU217	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU525	1	0	0	0	0	0	0	0	0	1	1	7	1	4	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU792	2	0	3	1	5	3	2	1	5	3	4	2	0	5	2	1	2	0	3	0	2	0	1	0	0	0	0	1	1	0
OTU1041	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	2	2	0	0	0	2	5	3	2	1	3	2	1	4	3
OTU752	6	10	12	12	40	40	17	5	8	176	26	60	19	28	35	28	31	70	60	38	14	208	59	6	81	47	60	8	11	9
OTU365	32	14	20	34	35	47	57	39	77	62	100	71	60	72	51	36	138	74	91	42	53	78	73	36	69	72	102	90	77	84
OTU512	0	0	0	6	1	0	9	12	2	1	5	1	0	1	0	0	0	9	0	3	1	6	2	1	6	0	1	1	0	0
OTU561	0	0	0	1	4	5	6	1	3	5	4	5	8	2	2	2	1	5	2	0	3	2	2	3	0	2	3	0	21	0
OTU1019	6	1	5	1	8	4	2	2	3	2	6	4	4	3	9	3	7	4	7	1	4	6	4	5	10	6	6	19	21	10
OTU1388	1	1	4	2	0	0	0	0	1	0	1	35	1	1	2	1	1	1	2	2	23	22	1	11	60	20	5	4	12	15
OTU1428	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU720	2	3	1	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU403	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU687	0	1	0	0	1	0	1	0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0
OTU289	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU976	1	3	4	0	0	6	8	3	0	7	0	6	0	6	10	0	4	3	9	0	1	4	3	0	1	0	1	2	0	0
OTU1	11	19	9	1	4	0	0	0	0	3	0	0	4	1	3	2	6	3	0	3	5	0	0	0	1	0	0	3	2	1
OTU1340	0	0	3	0	1	0	0	1	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	5	3
OTU1160	0	0	0	2	0	0	2	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0
OTU1258	8	6	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	3	0	1
OTU135	0	0	0	1	2	2	1	1	0	1	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0
OTU650	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0
OTU25	2	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU105	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU75	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU870	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	7	1	0	1	0	0	1	0	0	0	1
OTU389	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU491	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU260	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU65	3	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	1	4	3	2	0	10	3
OTU555	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1189	9	16	11	7	17	6	13	3	5	6	6	1	2	2	2	0	1	1	1	0	0	1	1	0	0	1	1	2	12	0
OTU977	0	0	0	4	3	6	7	8	2	10	11	10	8	15	1	6	8	11	2	4	3	9	9	4	7	5	2	2	4	2
OTU1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU1425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0
OTU595	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU516	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU539	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0
OTU691	7	5	8	20	40	28	25	19	36	47	31	41	20	41	18	31	57	37	40	20	56	60	73	59	93	15	54	58	4	73
OTU603	0	0	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1219	12	0	5	1	0	1	0	1	1	0	0	5	0	1	0	0	0	0	0	0	28	39	7	8	49	24	2	18	3	22
OTU330	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1423	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1
OTU754	0	0	0	0	3	0	1	0	2	2	0	0	0	1	2	0	0	0	0	0	0	1	6	2	1	1	1	3	0	3
